Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases,Rating_Missing_Flag,Discount Applied_Flag,Subscription Status_Flag,Estimated_Lifetime_Spend,Purchases_Per_Year,Value_Tier,Low_Satisfaction_Flag,Promo_Dependency_Score,Previous_Purchases_TieBreak,Tenure_Censored_Flag,Loyalty_Score_A_Behavioral,Engagement_Depth_Tier,Frequency_Inconsistency_Flag,Loyalty_Score_B_Value_Satisfaction,Customer_Segment,Region
729,29,Male,Jeans,Clothing,78,Nebraska,M,Pink,Winter,3.7,Yes,Next Day Air,Yes,12,PayPal,Every 3 Months,0,1,1,1014,4,Silver,0,0.6840120663650076,12.000038641025641,0,0.2367948717948718,New,0,0.43185897435897436,Low Priority / At Risk,Midwest
730,41,Male,Sunglasses,Accessories,56,Minnesota,L,Beige,Summer,3.2,Yes,Express,Yes,46,PayPal,Every 3 Months,0,1,1,2632,4,Platinum,1,0.6840120663650076,46.000081435897435,0,0.9082051282051282,Veteran,0,0.5449358974358974,"Habitual, Not Yet Valuable",Midwest
731,48,Male,Boots,Footwear,25,Massachusetts,M,Indigo,Summer,3.9,Yes,Standard,Yes,28,Venmo,Bi-Weekly,0,1,1,725,26,Silver,0,0.6840120663650076,28.00002719230769,0,0.5457692307692308,Established,0,0.41615384615384615,Low Priority / At Risk,Northeast
732,43,Male,Coat,Outerwear,28,Arkansas,M,Red,Spring,3.5,Yes,Free Shipping,Yes,30,PayPal,Bi-Weekly,0,1,1,868,26,Silver,0,0.6840120663650076,30.00003258974359,0,0.5835897435897436,Established,0,0.3622435897435897,Low Priority / At Risk,South
733,34,Male,Shirt,Clothing,57,New Hampshire,L,Blue,Spring,2.8,Yes,Express,Yes,28,Cash,Bi-Weekly,0,1,1,1653,26,Gold,1,0.6840120663650076,28.000060884615383,0,0.551923076923077,Established,0,0.36166666666666664,Low Priority / At Risk,Northeast
734,45,Male,Dress,Clothing,36,Rhode Island,L,Cyan,Fall,2.7,Yes,2-Day Shipping,Yes,20,Debit Card,Bi-Weekly,0,1,1,756,26,Silver,1,0.6840120663650076,20.000028487179488,0,0.38166666666666665,Developing,0,0.18108974358974358,Low Priority / At Risk,Northeast
735,65,Male,Shirt,Clothing,69,New Jersey,S,Violet,Winter,3.1,Yes,Express,Yes,39,Bank Transfer,Every 3 Months,0,1,1,2760,4,Platinum,1,0.6840120663650076,39.00008353846154,0,0.7758974358974359,Veteran,0,0.5357051282051282,"Habitual, Not Yet Valuable",Northeast
736,61,Male,Sunglasses,Accessories,48,Montana,M,Orange,Fall,3.6,Yes,2-Day Shipping,Yes,48,Cash,Bi-Weekly,0,1,1,2352,26,Platinum,0,0.6840120663650076,48.00007625641025,0,0.95,Veteran,0,0.5997435897435898,"Habitual, Not Yet Valuable",West
737,18,Male,Dress,Clothing,58,Colorado,L,Maroon,Spring,2.9,Yes,2-Day Shipping,Yes,32,Credit Card,Every 3 Months,0,1,1,1914,4,Gold,1,0.6840120663650076,32.000067692307695,0,0.6371794871794871,Established,0,0.4150641025641026,Low Priority / At Risk,West
738,47,Male,Sunglasses,Accessories,24,Nebraska,M,Teal,Spring,3.6,Yes,Store Pickup,Yes,28,PayPal,Annually,0,1,1,696,1,Silver,0,0.6840120663650076,28.00002612820513,0,0.5448717948717948,Established,1,0.34910256410256413,Low Priority / At Risk,Midwest
739,56,Male,Sunglasses,Accessories,31,Minnesota,L,Orange,Winter,3.5,Yes,2-Day Shipping,Yes,27,Venmo,Quarterly,0,1,1,868,4,Silver,0,0.6840120663650076,27.00003258974359,0,0.527051282051282,Established,0,0.3622435897435897,Low Priority / At Risk,Midwest
740,64,Male,Shorts,Clothing,29,Minnesota,S,Purple,Summer,3.5,Yes,Free Shipping,Yes,26,Venmo,Bi-Weekly,0,1,1,783,26,Silver,0,0.6840120663650076,26.00002935897436,0,0.5071794871794871,Established,0,0.3460897435897436,Low Priority / At Risk,Midwest
741,26,Male,Jeans,Clothing,69,South Dakota,M,Orange,Summer,2.8,Yes,Next Day Air,Yes,22,Credit Card,Bi-Weekly,0,1,1,1587,26,Gold,1,0.6840120663650076,22.00005833333333,0,0.4369230769230769,Developing,0,0.3489102564102564,Low Priority / At Risk,Midwest
742,22,Male,T-shirt,Clothing,79,West Virginia,XL,Yellow,Summer,4.7,Yes,Free Shipping,Yes,23,Bank Transfer,Every 3 Months,0,1,1,1896,4,Gold,0,0.6840120663650076,23.000067282051283,0,0.45615384615384613,Developing,0,0.7790384615384616,Promising New,South
743,64,Male,Pants,Clothing,39,Nevada,M,Charcoal,Summer,3.1,Yes,Express,Yes,21,Debit Card,Quarterly,0,1,1,858,4,Silver,1,0.6840120663650076,21.000032166666667,0,0.4075641025641026,Developing,0,0.27884615384615385,Low Priority / At Risk,West
744,21,Male,Sunglasses,Accessories,84,North Carolina,L,Gray,Fall,4.9,Yes,Free Shipping,Yes,36,Cash,Weekly,0,1,1,3108,52,Platinum,0,0.6840120663650076,36.00008796153846,0,0.7206410256410256,Established,0,0.9207692307692308,Promising New,South
745,67,Male,Boots,Footwear,66,Illinois,S,Charcoal,Spring,4.1,Yes,Next Day Air,Yes,42,Debit Card,Bi-Weekly,0,1,1,2838,26,Platinum,0,0.6840120663650076,42.00008455128205,0,0.8346153846153846,Veteran,0,0.746025641025641,"Habitual, Not Yet Valuable",Midwest
746,46,Male,T-shirt,Clothing,92,Michigan,L,Orange,Fall,4.7,Yes,Standard,Yes,4,Venmo,Monthly,0,1,1,460,12,Bronze,0,0.6840120663650076,4.00001632051282,0,0.0841025641025641,New,0,0.5242307692307692,Low Priority / At Risk,Midwest
747,40,Male,Sandals,Footwear,45,Michigan,M,Red,Winter,2.5,Yes,Free Shipping,Yes,47,Credit Card,Annually,0,1,1,2160,1,Gold,1,0.6840120663650076,47.00007269230769,0,0.9258974358974359,Veteran,1,0.36775641025641026,"Habitual, Not Yet Valuable",Midwest
748,51,Male,Shorts,Clothing,74,Oklahoma,L,Gold,Spring,4.4,Yes,Next Day Air,Yes,13,Bank Transfer,Weekly,0,1,1,1036,52,Silver,0,0.6840120663650076,13.000039461538462,0,0.25474358974358974,Developing,0,0.5807051282051282,Low Priority / At Risk,South
749,35,Male,Hat,Accessories,39,South Dakota,L,Brown,Fall,3.9,Yes,Free Shipping,Yes,8,Bank Transfer,Quarterly,0,1,1,351,4,Bronze,0,0.6840120663650076,8.000011756410256,0,0.1508974358974359,New,0,0.33897435897435896,Low Priority / At Risk,Midwest
750,56,Male,Scarf,Accessories,71,Oklahoma,M,Olive,Winter,3.7,Yes,Standard,Yes,11,Debit Card,Quarterly,0,1,1,852,4,Silver,0,0.6840120663650076,11.000032076923077,0,0.21435897435897436,New,0,0.39903846153846156,Low Priority / At Risk,South
751,25,Male,T-shirt,Clothing,95,Maryland,L,Violet,Fall,3.4,Yes,Free Shipping,Yes,5,Venmo,Annually,0,1,1,570,1,Bronze,1,0.6840120663650076,5.000021205128205,0,0.10679487179487179,New,0,0.2839102564102564,Low Priority / At Risk,South
752,65,Male,Gloves,Accessories,72,Ohio,L,Indigo,Fall,4.8,Yes,Free Shipping,Yes,1,Credit Card,Monthly,0,1,1,144,12,Bronze,0,0.6840120663650076,1.0000029743589745,0,0.014102564102564103,New,0,0.4762179487179487,Low Priority / At Risk,Midwest
753,39,Male,Scarf,Accessories,85,Ohio,L,Yellow,Fall,4.2,Yes,2-Day Shipping,Yes,17,PayPal,Every 3 Months,0,1,1,1530,4,Gold,0,0.6840120663650076,17.00005687179487,0,0.33371794871794874,Developing,0,0.627948717948718,Low Priority / At Risk,Midwest
754,47,Male,Boots,Footwear,54,Massachusetts,M,Teal,Fall,3.4,Yes,Store Pickup,Yes,27,Venmo,Quarterly,0,1,1,1512,4,Gold,1,0.6840120663650076,27.000056205128207,0,0.5323076923076923,Established,0,0.4589102564102564,Low Priority / At Risk,Northeast
755,36,Male,Gloves,Accessories,41,North Carolina,L,Pink,Spring,2.9,Yes,Store Pickup,Yes,3,Debit Card,Quarterly,0,1,1,164,4,Bronze,1,0.6840120663650076,3.0000039102564102,0,0.04666666666666667,New,0,0.09615384615384616,Low Priority / At Risk,South
756,66,Male,Coat,Outerwear,24,Florida,M,Violet,Spring,3.3,Yes,Free Shipping,Yes,22,PayPal,Weekly,0,1,1,552,52,Bronze,1,0.6840120663650076,22.000020512820512,0,0.4266666666666667,Developing,0,0.2594230769230769,Low Priority / At Risk,South
757,62,Male,Belt,Accessories,99,Montana,S,Orange,Summer,4.8,Yes,Standard,Yes,24,Cash,Bi-Weekly,0,1,1,2475,26,Platinum,0,0.6840120663650076,24.0000788974359,0,0.4828205128205128,Developing,0,0.8558333333333333,Promising New,West
758,41,Male,Hoodie,Clothing,32,Minnesota,M,Red,Fall,3.8,Yes,Store Pickup,Yes,18,Debit Card,Quarterly,0,1,1,608,4,Bronze,0,0.6840120663650076,18.000022935897437,0,0.3412820512820513,Developing,0,0.3742948717948718,Low Priority / At Risk,Midwest
759,66,Male,Shoes,Footwear,71,Massachusetts,L,Peach,Summer,4.6,Yes,2-Day Shipping,Yes,39,Bank Transfer,Every 3 Months,0,1,1,2840,4,Platinum,0,0.6840120663650076,39.0000846025641,0,0.7767948717948718,Veteran,0,0.8452564102564102,Core Loyal,Northeast
760,51,Male,Dress,Clothing,49,Rhode Island,XL,Green,Winter,2.6,Yes,Next Day Air,Yes,25,Credit Card,Bi-Weekly,0,1,1,1274,26,Silver,1,0.6840120663650076,25.00004826923077,0,0.49115384615384616,Developing,0,0.26,Low Priority / At Risk,Northeast
761,33,Male,Gloves,Accessories,50,Minnesota,XL,Violet,Fall,3.4,Yes,Free Shipping,Yes,6,Cash,Annually,0,1,1,350,1,Bronze,1,0.6840120663650076,6.00001158974359,0,0.1191025641025641,New,0,0.23583333333333334,Low Priority / At Risk,Midwest
762,57,Male,Jewelry,Accessories,91,Nevada,L,Yellow,Fall,4.2,Yes,Express,Yes,26,Bank Transfer,Weekly,0,1,1,2457,52,Platinum,0,0.6840120663650076,26.000078653846153,0,0.5203846153846153,Established,0,0.7368589743589744,Low Priority / At Risk,West
763,45,Male,Belt,Accessories,46,New Mexico,M,Pink,Fall,3.9,Yes,Standard,Yes,43,Debit Card,Bi-Weekly,0,1,1,2024,26,Gold,0,0.6840120663650076,43.00006998717949,0,0.8484615384615385,Veteran,0,0.6301282051282051,"Habitual, Not Yet Valuable",West
764,61,Male,Sweater,Clothing,50,North Carolina,M,Brown,Spring,2.9,Yes,2-Day Shipping,Yes,6,Credit Card,Monthly,0,1,1,350,12,Bronze,1,0.6840120663650076,6.00001158974359,0,0.1191025641025641,New,0,0.13455128205128206,Low Priority / At Risk,South
765,55,Male,Skirt,Clothing,39,Virginia,XL,Silver,Fall,4.2,Yes,Free Shipping,Yes,6,Debit Card,Quarterly,0,1,1,273,4,Bronze,0,0.6840120663650076,6.000008179487179,0,0.11538461538461539,New,0,0.3844871794871795,Low Priority / At Risk,South
766,54,Male,Sneakers,Footwear,99,Alaska,M,Pink,Summer,3.0,Yes,Store Pickup,Yes,13,Cash,Quarterly,0,1,1,1386,4,Gold,1,0.6840120663650076,13.000052076923076,0,0.26,Developing,0,0.3580128205128205,Low Priority / At Risk,West
767,57,Male,Gloves,Accessories,48,Nevada,M,Cyan,Winter,3.6,Yes,Next Day Air,Yes,13,PayPal,Monthly,0,1,1,672,12,Silver,0,0.6840120663650076,13.000025346153846,0,0.25,New,0,0.3451923076923077,Low Priority / At Risk,West
768,27,Male,Coat,Outerwear,77,Pennsylvania,M,Brown,Fall,2.5,Yes,Next Day Air,Yes,11,Cash,Annually,0,1,1,924,1,Silver,1,0.6840120663650076,11.00003464102564,0,0.21564102564102564,New,0,0.1775,Low Priority / At Risk,Northeast
769,64,Male,Backpack,Accessories,95,Illinois,XL,Red,Spring,2.6,Yes,Express,Yes,45,Venmo,Weekly,0,1,1,4370,52,Platinum,1,0.6840120663650076,45.0000981025641,0,0.8982051282051282,Veteran,0,0.5091666666666667,"Habitual, Not Yet Valuable",Midwest
770,52,Male,Socks,Clothing,100,Delaware,M,Silver,Spring,4.3,Yes,Store Pickup,Yes,8,PayPal,Monthly,0,1,1,900,12,Silver,0,0.6840120663650076,8.00003373076923,0,0.16474358974358974,New,0,0.5325,Low Priority / At Risk,South
771,19,Male,Sneakers,Footwear,54,Vermont,M,Gray,Spring,3.3,Yes,Express,Yes,8,Credit Card,Annually,0,1,1,486,1,Bronze,1,0.6840120663650076,8.000017576923076,0,0.15384615384615385,New,0,0.24474358974358973,Low Priority / At Risk,Northeast
772,22,Male,Sweater,Clothing,68,Hawaii,L,Cyan,Fall,2.6,Yes,Next Day Air,Yes,34,Bank Transfer,Bi-Weekly,0,1,1,2380,26,Platinum,1,0.6840120663650076,34.000076794871795,0,0.6842307692307692,Established,0,0.40262820512820513,Low Priority / At Risk,West
773,18,Male,Jeans,Clothing,22,Illinois,L,Teal,Fall,3.6,Yes,Free Shipping,Yes,40,Debit Card,Bi-Weekly,0,1,1,902,26,Silver,0,0.6840120663650076,40.000033935897434,0,0.7844871794871795,Veteran,0,0.38814102564102565,"Habitual, Not Yet Valuable",Midwest
774,29,Male,Hat,Accessories,84,California,L,Indigo,Winter,2.6,Yes,Express,Yes,14,Debit Card,Bi-Weekly,0,1,1,1260,26,Silver,1,0.6840120663650076,14.000048025641025,0,0.2783333333333333,Developing,0,0.2587820512820513,Low Priority / At Risk,West
775,42,Male,Hat,Accessories,46,Nevada,M,Yellow,Summer,3.5,Yes,Standard,Yes,11,Credit Card,Quarterly,0,1,1,552,4,Bronze,0,0.6840120663650076,11.000020512820512,0,0.2094871794871795,New,0,0.30185897435897435,Low Priority / At Risk,West
776,49,Male,Handbag,Accessories,53,Kentucky,S,Gold,Winter,3.0,Yes,Store Pickup,Yes,8,PayPal,Monthly,0,1,1,477,12,Bronze,1,0.6840120663650076,8.000016974358974,0,0.1535897435897436,New,0,0.1825,Low Priority / At Risk,South
777,49,Male,Shirt,Clothing,60,Alabama,M,Maroon,Spring,5.0,Yes,Standard,Yes,8,Venmo,Every 3 Months,0,1,1,540,4,Bronze,0,0.6840120663650076,8.000019846153846,0,0.15474358974358973,New,0,0.5949358974358974,Low Priority / At Risk,South
778,55,Male,Socks,Clothing,32,Wyoming,XL,Silver,Spring,2.5,Yes,Express,Yes,37,Venmo,Weekly,0,1,1,1216,52,Silver,1,0.6840120663650076,37.00004608974359,0,0.7269230769230769,Established,0,0.23474358974358972,Low Priority / At Risk,West
779,29,Male,Socks,Clothing,50,Massachusetts,M,Yellow,Summer,2.9,Yes,Store Pickup,Yes,23,Debit Card,Annually,0,1,1,1200,1,Silver,1,0.6840120663650076,23.00004567948718,0,0.44871794871794873,Developing,1,0.305,Low Priority / At Risk,Northeast
780,60,Male,Dress,Clothing,94,Utah,M,Blue,Spring,4.6,Yes,Express,Yes,38,Cash,Annually,0,1,1,3666,1,Platinum,0,0.6840120663650076,38.00009351282051,0,0.76,Veteran,1,0.8898076923076923,Core Loyal,West
781,34,Male,Shoes,Footwear,26,New York,M,Turquoise,Spring,3.6,Yes,Free Shipping,Yes,38,Cash,Quarterly,0,1,1,1014,4,Silver,0,0.6840120663650076,38.00003864102564,0,0.7456410256410256,Established,0,0.4116666666666666,Low Priority / At Risk,Northeast
782,30,Male,Scarf,Accessories,44,Vermont,L,Indigo,Winter,3.0,Yes,Store Pickup,Yes,12,Credit Card,Bi-Weekly,0,1,1,572,26,Bronze,1,0.6840120663650076,12.000021423076923,0,0.22807692307692307,New,0,0.20474358974358975,Low Priority / At Risk,Northeast
783,28,Male,Hoodie,Clothing,57,Hawaii,M,Green,Summer,4.5,Yes,Standard,Yes,15,Cash,Weekly,0,1,1,912,52,Silver,0,0.6840120663650076,15.000034192307693,0,0.2935897435897436,Developing,0,0.5733974358974359,Low Priority / At Risk,West
784,63,Male,T-shirt,Clothing,65,Louisiana,L,Purple,Winter,4.5,Yes,Next Day Air,Yes,38,PayPal,Bi-Weekly,0,1,1,2535,26,Platinum,0,0.6840120663650076,38.00007973076923,0,0.7524358974358974,Veteran,0,0.8010897435897435,Core Loyal,South
785,31,Male,Jeans,Clothing,72,Alabama,M,Peach,Winter,3.2,Yes,Store Pickup,Yes,41,Bank Transfer,Every 3 Months,0,1,1,3024,4,Platinum,1,0.6840120663650076,41.00008702564102,0,0.8158974358974359,Veteran,0,0.5728846153846153,"Habitual, Not Yet Valuable",South
786,46,Male,Shorts,Clothing,62,Louisiana,S,Purple,Spring,4.0,Yes,Next Day Air,Yes,37,PayPal,Bi-Weekly,0,1,1,2356,26,Platinum,0,0.6840120663650076,37.00007634615385,0,0.7339743589743589,Established,0,0.6839102564102564,Low Priority / At Risk,South
787,70,Male,Hat,Accessories,21,Indiana,S,Teal,Winter,4.8,Yes,Express,Yes,16,Bank Transfer,Every 3 Months,0,1,1,357,4,Bronze,0,0.6840120663650076,16.000012025641027,0,0.3026923076923077,Developing,0,0.521474358974359,Low Priority / At Risk,Midwest
788,53,Male,Handbag,Accessories,85,Michigan,S,Green,Spring,3.7,Yes,Free Shipping,Yes,25,Venmo,Weekly,0,1,1,2210,52,Gold,0,0.6840120663650076,25.000073935897436,0,0.498974358974359,Developing,0,0.6083333333333334,Low Priority / At Risk,Midwest
789,50,Male,Pants,Clothing,51,Rhode Island,XL,Yellow,Summer,3.8,Yes,Store Pickup,Yes,18,Bank Transfer,Quarterly,0,1,1,969,4,Silver,0,0.6840120663650076,18.000036820512822,0,0.3453846153846154,Developing,0,0.44371794871794873,Low Priority / At Risk,Northeast
790,33,Male,Handbag,Accessories,84,Idaho,S,Purple,Fall,2.7,Yes,Standard,Yes,4,Credit Card,Bi-Weekly,0,1,1,420,26,Bronze,1,0.6840120663650076,4.000014576923077,0,0.08141025641025641,New,0,0.11153846153846153,Low Priority / At Risk,West
791,22,Male,Sweater,Clothing,37,Louisiana,M,Indigo,Summer,4.9,Yes,Store Pickup,Yes,12,Bank Transfer,Quarterly,0,1,1,481,4,Bronze,0,0.6840120663650076,12.000017384615385,0,0.22666666666666666,New,0,0.5678846153846153,Low Priority / At Risk,South
792,50,Male,Scarf,Accessories,44,North Carolina,S,Magenta,Summer,3.1,Yes,2-Day Shipping,Yes,35,PayPal,Bi-Weekly,0,1,1,1584,26,Gold,1,0.6840120663650076,35.000058230769234,0,0.6948717948717948,Established,0,0.4091666666666667,Low Priority / At Risk,South
793,34,Male,Sneakers,Footwear,45,New Jersey,M,Violet,Spring,4.2,Yes,Next Day Air,Yes,45,Venmo,Weekly,0,1,1,2070,52,Gold,0,0.6840120663650076,45.00007076923077,0,0.8856410256410256,Veteran,0,0.6974358974358974,"Habitual, Not Yet Valuable",Northeast
794,24,Male,Pants,Clothing,35,Alabama,L,Maroon,Summer,3.8,Yes,Free Shipping,Yes,16,Credit Card,Monthly,0,1,1,595,12,Bronze,0,0.6840120663650076,16.000022564102565,0,0.30666666666666664,Developing,0,0.37243589743589745,Low Priority / At Risk,South
795,69,Male,Backpack,Accessories,50,Kentucky,XL,Yellow,Winter,4.2,Yes,Store Pickup,Yes,10,Debit Card,Bi-Weekly,0,1,1,550,26,Bronze,0,0.6840120663650076,10.000020333333334,0,0.19,New,0,0.4452564102564103,Low Priority / At Risk,South
796,39,Male,Sandals,Footwear,26,New York,M,Beige,Summer,4.6,Yes,Store Pickup,Yes,34,Venmo,Annually,0,1,1,910,1,Silver,0,0.6840120663650076,34.00003407692308,0,0.6720512820512821,Established,1,0.5926282051282051,Low Priority / At Risk,Northeast
797,42,Male,Socks,Clothing,78,Arizona,XL,Black,Fall,4.0,Yes,2-Day Shipping,Yes,43,Credit Card,Annually,0,1,1,3432,1,Platinum,0,0.6840120663650076,43.000091397435895,0,0.8538461538461538,Veteran,1,0.7591666666666667,Core Loyal,West
798,42,Male,Coat,Outerwear,82,Maryland,M,Violet,Fall,4.0,Yes,2-Day Shipping,Yes,38,Debit Card,Weekly,0,1,1,3198,52,Platinum,0,0.6840120663650076,38.000089076923075,0,0.7562820512820513,Veteran,0,0.7475641025641026,"Habitual, Not Yet Valuable",South
799,29,Male,Socks,Clothing,39,Alaska,M,Violet,Spring,3.8,Yes,2-Day Shipping,Yes,48,PayPal,Every 3 Months,0,1,1,1911,4,Gold,0,0.6840120663650076,48.00006758974359,0,0.9471794871794872,Veteran,0,0.5975641025641025,"Habitual, Not Yet Valuable",West
800,55,Male,Belt,Accessories,55,Nevada,L,Brown,Summer,3.8,Yes,Free Shipping,Yes,31,PayPal,Annually,1,1,1,1760,1,Gold,0,0.6840120663650076,31.000063846153846,0,0.6157692307692307,Established,1,0.5788461538461538,Low Priority / At Risk,West
801,32,Male,Socks,Clothing,20,Utah,S,Gold,Summer,2.6,Yes,Free Shipping,Yes,20,Cash,Every 3 Months,0,1,1,420,4,Bronze,1,0.6840120663650076,20.00001457692308,0,0.37935897435897437,Developing,0,0.09153846153846154,Low Priority / At Risk,West
802,25,Male,Belt,Accessories,29,New Mexico,L,Blue,Fall,4.9,Yes,Express,Yes,12,Credit Card,Bi-Weekly,0,1,1,377,26,Bronze,0,0.6840120663650076,12.000012858974358,0,0.2255128205128205,New,0,0.5452564102564103,Low Priority / At Risk,West
803,38,Male,Pants,Clothing,41,Delaware,M,Teal,Winter,3.5,Yes,Next Day Air,Yes,2,Bank Transfer,Weekly,0,1,1,123,52,Bronze,0,0.6840120663650076,2.0000021794871796,0,0.026153846153846153,New,1,0.21019230769230768,Low Priority / At Risk,South
804,32,Male,Shorts,Clothing,38,Connecticut,L,Silver,Winter,2.8,Yes,Express,Yes,30,Venmo,Every 3 Months,0,1,1,1178,4,Silver,1,0.6840120663650076,30.00004473076923,0,0.5869230769230769,Established,0,0.2808974358974359,Low Priority / At Risk,Northeast
805,43,Male,Boots,Footwear,47,Mississippi,M,Maroon,Summer,2.6,Yes,Store Pickup,Yes,28,Venmo,Quarterly,0,1,1,1363,4,Gold,1,0.6840120663650076,28.00005112820513,0,0.5512820512820513,Established,0,0.2742948717948718,Low Priority / At Risk,South
806,41,Male,Dress,Clothing,30,Connecticut,L,White,Summer,3.7,Yes,Next Day Air,Yes,40,Debit Card,Monthly,0,1,1,1230,12,Silver,0,0.6840120663650076,40.00004682051282,0,0.7871794871794872,Veteran,0,0.47275641025641024,"Habitual, Not Yet Valuable",Northeast
807,56,Male,Jeans,Clothing,56,Florida,L,Charcoal,Summer,2.7,Yes,Standard,Yes,46,PayPal,Quarterly,0,1,1,2632,4,Platinum,1,0.6840120663650076,46.000081435897435,0,0.9082051282051282,Veteran,0,0.4458333333333333,"Habitual, Not Yet Valuable",South
808,27,Male,T-shirt,Clothing,89,New York,S,Brown,Winter,3.3,Yes,Express,Yes,15,Credit Card,Weekly,0,1,1,1424,52,Gold,1,0.6840120663650076,15.000053461538462,0,0.3005128205128205,Developing,0,0.4241666666666667,Low Priority / At Risk,Northeast
809,46,Male,Shoes,Footwear,96,Wisconsin,L,Lavender,Fall,4.6,Yes,Next Day Air,Yes,38,Cash,Every 3 Months,0,1,1,3744,4,Platinum,0,0.6840120663650076,38.000094102564105,0,0.7605128205128205,Veteran,0,0.8927564102564103,Core Loyal,Midwest
810,48,Male,Boots,Footwear,81,South Carolina,M,Violet,Fall,4.9,Yes,Next Day Air,Yes,30,PayPal,Bi-Weekly,0,1,1,2511,26,Platinum,0,0.6840120663650076,30.000079384615386,0,0.5980769230769231,Established,0,0.8778846153846154,Promising New,South
811,52,Male,Scarf,Accessories,83,South Dakota,S,Lavender,Fall,4.9,Yes,Store Pickup,Yes,32,Debit Card,Bi-Weekly,0,1,1,2739,26,Platinum,0,0.6840120663650076,32.00008316666667,0,0.6442307692307693,Established,0,0.8967948717948717,Promising New,Midwest
812,18,Male,Sneakers,Footwear,35,Illinois,M,Green,Winter,2.7,Yes,Free Shipping,Yes,36,Venmo,Quarterly,0,1,1,1295,4,Silver,1,0.6840120663650076,36.00004873076923,0,0.7079487179487179,Established,0,0.2823076923076923,Low Priority / At Risk,Midwest
813,64,Male,Boots,Footwear,56,Alaska,M,Olive,Summer,3.2,Yes,Standard,Yes,32,Credit Card,Weekly,0,1,1,1848,52,Gold,1,0.6840120663650076,32.00006614102564,0,0.6367948717948718,Established,0,0.4684615384615385,Low Priority / At Risk,West
814,54,Male,Handbag,Accessories,45,Montana,S,Olive,Summer,2.9,Yes,Store Pickup,Yes,14,Debit Card,Annually,0,1,1,675,1,Silver,1,0.6840120663650076,14.000025551282052,0,0.26871794871794874,Developing,0,0.20435897435897438,Low Priority / At Risk,West
815,31,Male,Shirt,Clothing,62,Minnesota,M,Pink,Winter,3.8,Yes,Express,Yes,8,PayPal,Monthly,0,1,1,558,12,Bronze,0,0.6840120663650076,8.00002064102564,0,0.15512820512820513,New,0,0.36282051282051286,Low Priority / At Risk,Midwest
816,30,Male,Hat,Accessories,84,West Virginia,L,Teal,Spring,3.0,Yes,Next Day Air,Yes,27,Venmo,Bi-Weekly,0,1,1,2352,26,Platinum,1,0.6840120663650076,27.000076256410257,0,0.5415384615384615,Established,0,0.4789102564102564,Low Priority / At Risk,South
817,26,Male,Sweater,Clothing,24,Illinois,L,Cyan,Summer,3.9,Yes,Store Pickup,Yes,24,Debit Card,Monthly,0,1,1,600,12,Bronze,0,0.6840120663650076,24.000022717948717,0,0.4614102564102564,Developing,0,0.3937820512820513,Low Priority / At Risk,Midwest
818,25,Male,Handbag,Accessories,21,Nevada,S,Gray,Spring,4.7,Yes,Store Pickup,Yes,30,PayPal,Bi-Weekly,0,1,1,651,26,Bronze,0,0.6840120663650076,30.00002462820513,0,0.5824358974358974,Established,0,0.5657692307692308,Low Priority / At Risk,West
819,59,Male,Shirt,Clothing,91,Idaho,M,Peach,Winter,4.9,Yes,Store Pickup,Yes,34,Debit Card,Monthly,0,1,1,3185,12,Platinum,0,0.6840120663650076,34.00008885897436,0,0.6876923076923077,Established,0,0.9252564102564103,Promising New,West
820,55,Male,Sunglasses,Accessories,36,Colorado,S,Teal,Winter,4.8,Yes,Next Day Air,Yes,28,Debit Card,Quarterly,0,1,1,1044,4,Silver,0,0.6840120663650076,28.000039717948717,0,0.5493589743589744,Established,0,0.6599358974358974,Low Priority / At Risk,West
821,56,Male,Sneakers,Footwear,39,Louisiana,M,Turquoise,Spring,2.5,Yes,2-Day Shipping,Yes,27,Debit Card,Monthly,0,1,1,1092,12,Silver,1,0.6840120663650076,27.000041846153845,0,0.5287179487179487,Established,0,0.213525641025641,Low Priority / At Risk,South
822,62,Male,Hoodie,Clothing,39,Vermont,M,Green,Spring,3.9,Yes,Standard,Yes,31,Credit Card,Bi-Weekly,0,1,1,1248,26,Silver,0,0.6840120663650076,31.000047538461537,0,0.6094871794871795,Established,0,0.5178846153846154,Low Priority / At Risk,Northeast
823,35,Male,Shirt,Clothing,59,Mississippi,L,Magenta,Winter,3.4,Yes,Standard,Yes,23,Bank Transfer,Annually,0,1,1,1416,1,Gold,1,0.6840120663650076,23.000053256410258,0,0.45076923076923076,Developing,1,0.4441666666666667,Low Priority / At Risk,South
824,51,Male,Sunglasses,Accessories,27,Georgia,M,Green,Winter,2.5,Yes,Free Shipping,Yes,11,Credit Card,Quarterly,0,1,1,324,4,Bronze,1,0.6840120663650076,11.000010692307692,0,0.20333333333333334,New,0,0.057756410256410255,Low Priority / At Risk,South
825,61,Male,Blouse,Clothing,94,Georgia,M,White,Spring,3.0,Yes,Store Pickup,Yes,48,Cash,Quarterly,0,1,1,4606,4,Platinum,1,0.6840120663650076,48.00009908974359,0,0.9632051282051282,Veteran,0,0.5930769230769231,"Habitual, Not Yet Valuable",South
